Item_Identifier,Item_Weight,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Item_Outlet_Sales,Outlet_Age,Price_per_Unit_Weight,Item_Visibility_Log,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3,Non_Consumable,Item_Fat_Content_Regular,Outlet_Size_Medium,Outlet_Size_Small,Outlet_Location_Type_Tier 2,Outlet_Location_Type_Tier 3,Item_Category_Food,Item_Category_Non-Consumable,Outlet_Age_Category_Mid,Outlet_Age_Category_Old
FDQ46,7.51,0.104023565,Snack Foods,112.4544,7,2002,2013.3792,23,14.973954727030627,0.09896129273579563,True,False,False,0,False,False,True,True,False,True,False,True,False
FDL13,13.85,0.056271701,Breakfast,232.23,1,1987,1398.18,38,16.76750902527076,0.05474544480363803,True,False,False,0,True,False,False,False,True,True,False,False,True
NCT30,9.1,0.080619969,Household,47.4718,3,2009,472.718,16,5.216681318681319,0.07753492180548263,False,True,False,1,False,True,False,False,True,False,True,True,False
FDP20,19.85,0.045761855,Fruits and Vegetables,125.602,7,2002,632.51,23,6.327556675062972,0.04474566763737776,True,False,False,0,False,False,True,True,False,True,False,True,False
FDH40,11.6,0.078863888,Frozen Foods,83.2276,1,1987,1543.3244,38,7.174793103448276,0.0759085318869859,True,False,False,0,True,False,False,False,True,True,False,False,True
FDZ25,15.7,0.027729547,Canned,169.379,3,2009,1528.011,16,10.788471337579617,0.027352045843753673,False,True,False,0,True,True,False,False,True,True,False,True,False
FDU27,18.6,0.170646494,Meat,46.3376,5,1985,2109.2544,40,2.491268817204301,0.1575561551795264,False,False,True,0,True,True,False,False,True,True,False,False,True
NCQ42,20.35,0.039235527,Household,127.2678,1,1987,1017.3424,38,6.253945945945945,0.038485372664413715,True,False,False,1,False,False,False,False,True,False,True,False,True
FDU31,10.5,0.02502991,Fruits and Vegetables,218.4508,9,1999,2821.6604,26,20.804838095238093,0.024721792652434228,True,False,False,0,True,True,False,False,False,True,False,False,True
FDC35,7.435,0.205605116,Starchy Foods,207.7638,0,1998,621.1914,27,27.944021519838603,0.18698161185133733,False,False,False,0,False,False,True,False,True,True,False,False,True
FDX43,5.655,0.085622362,Fruits and Vegetables,167.25,3,2009,2330.3,16,29.575596816976127,0.08215342807360759,False,True,False,0,False,True,False,False,True,True,False,True,False
FDU07,11.1,0.059968347,Fruits and Vegetables,152.8366,7,2002,1662.5026,23,13.769063063063063,0.05823904635736294,True,False,False,0,False,False,True,True,False,True,False,True,False
DRD13,15.0,0.049038621,Soft Drinks,65.4168,1,1987,1661.8368,38,4.36112,0.047874145704973635,True,False,False,0,False,False,False,False,True,False,False,False,True
DRK49,14.15,0.036147029,Soft Drinks,39.3138,2,2007,527.9794,18,2.7783604240282687,0.03550905365178715,True,False,False,0,False,False,True,True,False,False,False,True,False
FDL12,15.85,0.212963193,Baking Goods,59.522,4,1985,299.61,40,3.7553312302839115,0.19306628572576884,False,False,False,0,True,False,True,False,False,True,False,False,True
FDZ08,12.5,0.110614538,Fruits and Vegetables,80.6592,2,2007,1651.184,18,6.452736,0.10491349996119546,True,False,False,0,True,False,True,True,False,True,False,True,False
FDA10,20.35,0.142393712,Snack Foods,122.7072,3,2009,1470.0864,16,6.029837837837837,0.13312580838635404,False,True,False,0,False,True,False,False,True,True,False,True,False
FDS20,8.85,0.053976156,Fruits and Vegetables,181.5292,7,2002,1277.0044,23,20.511774011299437,0.0525698274723886,True,False,False,0,False,False,True,True,False,True,False,True,False
FDA07,7.55,0.03107068,Fruits and Vegetables,122.4072,3,2009,857.5504,16,16.21287417218543,0.0305977574862138,False,True,False,0,True,True,False,False,True,True,False,True,False
FDR08,18.7,0.03761584,Fruits and Vegetables,109.1886,6,2004,1890.2062,21,5.83896256684492,0.03692561990203088,True,False,False,0,False,False,True,True,False,True,False,True,False
FDM44,12.5,0.054363971,Fruits and Vegetables,105.099,4,1985,103.199,40,8.40792,0.05293771403813523,False,False,False,0,False,False,True,False,False,True,False,False,True
FDI22,12.6,0.161039887,Snack Foods,210.2612,0,1998,418.1224,27,16.687396825396824,0.14931605785343077,False,False,False,0,False,False,True,False,True,True,False,False,True
NCM07,9.395,0.040023967,Others,85.5908,9,1999,1006.6896,26,9.110250133049496,0.03924375808005263,True,False,False,1,False,True,False,False,False,False,True,False,True
FDN46,7.21,0.057792343,Snack Foods,103.1332,2,2007,3281.0624,18,14.304188626907074,0.05618404101511105,True,False,False,0,True,False,True,True,False,True,False,True,False
NCW53,18.35,0.030619301,Health and Hygiene,194.0162,3,2009,2886.243,16,10.57308991825613,0.030159884662101743,False,True,False,1,False,True,False,False,True,False,True,True,False
FDZ51,11.3,0.054637635,Meat,93.3094,9,1999,3046.7008,26,8.257469026548671,0.05319723399369846,True,False,False,0,True,True,False,False,False,True,False,False,True
FDT04,17.25,0.057792343,Frozen Foods,40.8822,3,2009,628.5152,16,2.369982608695652,0.05618404101511105,False,True,False,0,False,True,False,False,True,True,False,True,False
FDZ48,17.75,0.132995494,Baking Goods,113.5544,4,1985,223.7088,40,6.397430985915493,0.12486500498588662,False,False,False,0,False,False,True,False,False,True,False,False,True
FDA08,11.85,0.050085152,Fruits and Vegetables,164.7526,8,1997,1315.6208,28,13.903172995780592,0.04887125802409363,True,False,False,0,True,False,True,False,False,True,False,False,True
DRN37,9.6,0.096689673,Soft Drinks,168.0158,3,2009,1336.9264,16,17.501645833333335,0.09229625430857975,False,True,False,0,False,True,False,False,True,False,False,True,False
FDD35,12.15,0.026010729,Starchy Foods,119.144,2,2007,2157.192,18,9.806090534979424,0.02567820380891229,True,False,False,0,False,False,True,True,False,True,False,True,False
FDZ48,17.75,0.075959623,Baking Goods,112.4544,8,1997,2460.7968,28,6.335459154929578,0.07321293594257196,True,False,False,0,False,False,True,False,False,True,False,False,True
NCN54,20.35,0.021413346,Household,76.2328,3,2009,463.3968,16,3.746083538083538,0.021187301525521236,False,True,False,1,False,True,False,False,True,False,True,True,False
FDU32,8.785,0.057792343,Fruits and Vegetables,120.5414,1,1987,1583.9382,38,13.721274900398406,0.05618404101511105,True,False,False,0,False,False,False,False,True,True,False,False,True
FDK41,14.3,0.126924095,Frozen Foods,87.2224,5,1985,3494.1184,40,6.09946853146853,0.11949188141410078,False,False,True,0,False,True,False,False,True,True,False,False,True
FDR44,6.11,0.103340142,Fruits and Vegetables,131.2968,3,2009,913.4776,16,21.488837970540096,0.09834207169880016,False,True,False,0,True,True,False,False,True,True,False,True,False
NCK29,5.614999999999999,0.057792343,Health and Hygiene,125.173,5,1985,3572.017,40,22.292609082813893,0.05618404101511105,False,False,True,1,False,True,False,False,True,False,True,False,True
FDT09,15.15,0.012288171,Snack Foods,129.9284,7,2002,2241.0828,23,8.57613201320132,0.012213284283130984,True,False,False,0,True,False,True,True,False,True,False,True,False
FDR11,10.5,0.142827296,Breads,159.4578,7,2002,3048.6982,23,15.186457142857142,0.13350527628349396,True,False,False,0,True,False,True,True,False,True,False,True,False
FDD57,18.099999999999998,0.022291121,Fruits and Vegetables,93.6094,5,1985,3713.1666,40,5.171790055248619,0.022046305425692237,False,False,True,0,False,True,False,False,True,True,False,False,True
FDT10,16.7,0.061992874,Snack Foods,60.9562,1,1987,355.5372,38,3.6500718562874255,0.06014721281606746,True,False,False,0,True,False,False,False,True,True,False,False,True
FDR51,9.035,0.17417636,Meat,148.9708,3,2009,2257.062,16,16.4881903707803,0.16056693158886695,False,True,False,0,True,True,False,False,True,True,False,True,False
NCK17,11.0,0.037953762,Health and Hygiene,38.448,9,1999,1198.44,26,3.4952727272727273,0.037251238472143046,True,False,False,1,False,True,False,False,False,False,True,False,True
FDY07,11.8,0.122289654,Fruits and Vegetables,46.3402,2,2007,275.6412,18,3.927135593220339,0.11537093242857176,True,False,False,0,False,False,True,True,False,True,False,True,False
FDT14,10.695,0.128247408,Dairy,121.844,3,2009,2277.036,16,11.392613370733986,0.12066546235916152,False,True,False,0,True,True,False,False,True,True,False,True,False
FDJ21,16.7,0.038341654,Snack Foods,146.2102,5,1985,4228.4958,40,8.755101796407185,0.03762487702234506,False,False,True,0,True,True,False,False,True,True,False,False,True
NCR42,9.105,0.038699553,Household,33.79,2,2007,199.74,18,3.7111477210323995,0.03796950090591173,True,False,False,1,False,False,True,True,False,False,True,True,False
DRG37,16.2,0.01940856,Soft Drinks,156.7972,9,1999,3739.1328,26,9.67883950617284,0.019222615984880047,True,False,False,0,False,True,False,False,False,False,False,False,True
FDI24,10.3,0.137870237,Baking Goods,175.037,4,1985,352.874,40,16.99388349514563,0.12915830196176584,False,False,False,0,False,False,True,False,False,True,False,False,True
FDJ22,18.75,0.052800258,Snack Foods,193.2504,6,2004,2684.5056,21,10.306688000000001,0.05145352664967595,True,False,False,0,False,False,True,True,False,True,False,True,False
FDT28,13.3,0.06355415,Frozen Foods,149.4708,6,2004,1354.2372,21,11.238406015037594,0.06161627114614248,True,False,False,0,False,False,True,True,False,True,False,True,False
FDH38,6.425,0.01043823,Canned,115.8808,8,1997,1757.712,28,18.035922178988326,0.010384127838757858,True,False,False,0,False,False,True,False,False,True,False,False,True
FDT43,16.35,0.020589623,Fruits and Vegetables,53.2324,7,2002,727.0536,23,3.2558042813455654,0.020380522047543273,True,False,False,0,False,False,True,True,False,True,False,True,False
FDX04,19.6,0.041806702,Frozen Foods,48.8376,2,2007,527.3136,18,2.4917142857142855,0.04095641940482548,True,False,False,0,True,False,True,True,False,True,False,True,False
FDV46,18.2,0.012679191,Snack Foods,139.818,2,2007,838.908,18,7.682307692307694,0.012599483105095045,True,False,False,0,False,False,True,True,False,True,False,True,False
FDP10,19.0,0.128289285,Snack Foods,104.9622,9,1999,1164.4842,26,5.524326315789473,0.12070257852938354,True,False,False,0,False,True,False,False,False,True,False,False,True
NCA53,11.395,0.009878459,Health and Hygiene,47.6034,8,1997,1312.2918,28,4.177569109258447,0.009829985988252932,True,False,False,1,False,False,True,False,False,False,True,False,True
FDL52,6.635,0.046090204,Frozen Foods,37.1506,8,1997,834.9132,28,5.599186134137152,0.04505959901821701,True,False,False,0,True,False,True,False,False,True,False,False,True
FDQ32,17.85,0.046680961,Fruits and Vegetables,121.9388,9,1999,3962.8416,26,6.831305322128851,0.04562416816516567,True,False,False,0,True,True,False,False,False,True,False,False,True
FDT37,14.15,0.03546967,Canned,256.3014,2,2007,4845.0266,18,18.113173144876324,0.03485511122656358,True,False,False,0,False,False,True,True,False,True,False,True,False
NCO43,5.5,0.047290068,Others,100.5016,3,2009,1416.8224,16,18.27301818181818,0.046205940318403804,False,True,False,1,False,True,False,False,True,False,True,True,False
FDI53,8.895,0.13842353,Frozen Foods,163.0236,2,2007,1127.8652,18,18.327554806070825,0.12964443694040323,True,False,False,0,True,False,True,True,False,True,False,True,False
FDO19,17.7,0.027779381,Fruits and Vegetables,50.1034,0,1998,97.2068,27,2.8307005649717514,0.027400534078789705,False,False,False,0,True,False,True,False,True,True,False,False,True
FDG12,6.635,0.057792343,Baking Goods,121.3098,4,1985,120.5098,40,18.283315749811607,0.05618404101511105,False,False,False,0,True,False,True,False,False,True,False,False,True
FDG53,10.0,0.046043736,Frozen Foods,140.618,3,2009,2376.906,16,14.0618,0.04501517738811082,False,True,False,0,False,True,False,False,True,True,False,True,False
FDK36,7.09,0.007215314,Baking Goods,47.6034,8,1997,1458.102,28,6.714160789844852,0.0071894081598154035,True,False,False,0,False,False,True,False,False,True,False,False,True
FDR55,12.15,0.132083542,Fruits and Vegetables,189.5872,8,1997,3403.5696,28,15.60388477366255,0.12405977741123597,True,False,False,0,True,False,True,False,False,True,False,False,True
FDV16,7.75,0.083399788,Frozen Foods,34.5558,2,2007,441.4254,18,4.458812903225806,0.08010404856137647,True,False,False,0,True,False,True,True,False,True,False,True,False
FDS31,13.1,0.043978369,Fruits and Vegetables,178.4318,5,1985,2526.0452,40,13.620748091603055,0.043038769897139305,False,False,True,0,True,True,False,False,True,True,False,False,True
NCK06,5.03,0.008639333,Household,122.2756,1,1987,2059.9852,38,24.309264413518886,0.008602227520564451,True,False,False,1,False,False,False,False,True,False,True,False,True
FDN03,9.8,0.015089965,Meat,249.6408,8,1997,1001.3632,28,25.473551020408163,0.014977244033839958,True,False,False,0,True,False,True,False,False,True,False,False,True
NCT30,9.1,0.140582485,Household,47.1718,4,1985,141.8154,40,5.183714285714285,0.13153908366939038,False,False,False,1,False,False,True,False,False,False,True,False,True
FDC50,15.85,0.228469522,Canned,93.3094,0,1998,285.6282,27,5.887028391167193,0.20576910355453643,False,False,False,0,False,False,True,False,True,True,False,False,True
FDE11,17.7,0.057792343,Starchy Foods,183.5924,6,2004,7033.5112,21,10.37245197740113,0.05618404101511105,True,False,False,0,True,False,True,True,False,True,False,True,False
FDM03,12.65,0.123007534,Meat,106.0938,6,2004,2679.845,21,8.38686166007905,0.11601038454947443,True,False,False,0,False,False,True,True,False,True,False,True,False
NCP05,19.6,0.057792343,Health and Hygiene,150.3024,3,2009,2580.6408,16,7.668489795918367,0.05618404101511105,False,True,False,1,False,True,False,False,True,False,True,True,False
FDJ41,6.85,0.02288328,Frozen Foods,261.2594,8,1997,2878.2534,28,38.14005839416059,0.02262538466339244,True,False,False,0,False,False,True,False,False,True,False,False,True
FDR47,17.85,0.087045086,Breads,196.7794,5,1985,6242.5408,40,11.024056022408963,0.08346308473980785,False,False,True,0,False,True,False,False,True,True,False,False,True
FDK36,7.09,0.007256127,Baking Goods,50.4034,2,2007,340.2238,18,7.109083215796897,0.007229927969801218,True,False,False,0,False,False,True,True,False,True,False,True,False
FDQ23,6.55,0.024664556,Breads,103.3332,2,2007,2050.664,18,15.77606106870229,0.0243652965893089,True,False,False,0,False,False,True,True,False,True,False,True,False
NCK42,7.474999999999999,0.013056494,Household,215.9192,5,1985,7334.4528,40,28.885511705685623,0.012971992714474799,False,False,True,1,False,True,False,False,True,False,True,False,True
NCO06,19.25,0.180820798,Household,35.9558,0,1998,67.9116,27,1.8678337662337665,0.16620978819134027,False,False,False,1,False,False,True,False,True,False,True,False,True
FDV24,5.635,0.103693024,Baking Goods,149.905,3,2009,2546.685,16,26.602484472049692,0.09866185121860382,False,True,False,0,False,True,False,False,True,True,False,True,False
FDK40,7.035,0.021849398,Frozen Foods,262.091,8,1997,4207.856,28,37.25529495380242,0.02161412084467171,True,False,False,0,False,False,True,False,False,True,False,False,True
FDT23,7.72,0.074731477,Breads,77.5986,8,1997,1947.465,28,10.051632124352333,0.0720708415399891,True,False,False,0,True,False,True,False,False,True,False,False,True
FDB50,13.0,0.154244343,Canned,77.9986,3,2009,1168.479,16,5.999892307692307,0.1434458813749742,False,True,False,0,False,True,False,False,True,True,False,True,False
NCF43,8.51,0.057792343,Household,142.147,9,1999,1717.764,26,16.70352526439483,0.05618404101511105,True,False,False,1,False,True,False,False,False,False,True,False,True
FDU26,16.7,0.042412572,Dairy,119.0782,5,1985,1549.3166,40,7.130431137724551,0.041537807385086466,False,False,True,0,True,True,False,False,True,True,False,False,True
FDC10,9.8,0.072990979,Snack Foods,121.6098,9,1999,1566.6274,26,12.409163265306121,0.07045005634388182,True,False,False,0,True,True,False,False,False,True,False,False,True
FDK51,19.85,0.005243282,Dairy,266.1884,9,1999,3179.8608,26,13.409994962216624,0.00522958385821774,True,False,False,0,False,True,False,False,False,True,False,False,True
FDV09,12.1,0.034427577,Snack Foods,146.6734,0,1998,296.9468,27,12.121768595041322,0.03384820801960049,False,False,False,0,False,False,True,False,True,True,False,False,True
DRL37,15.5,0.053455158,Soft Drinks,43.677,9,1999,562.601,26,2.8178709677419356,0.05207538857214739,True,False,False,0,False,True,False,False,False,False,False,False,True
FDQ45,9.5,0.057792343,Snack Foods,182.3608,0,1998,1102.5648,27,19.19587368421053,0.05618404101511105,False,False,False,0,True,False,True,False,True,True,False,False,True
FDO45,13.15,0.037768989,Snack Foods,88.5856,5,1985,1845.5976,40,6.73654752851711,0.03707320602498793,False,False,True,0,True,True,False,False,True,True,False,False,True
FDP27,8.155,0.119428052,Meat,190.853,6,2004,2466.789,21,23.403188228080936,0.11281788701462221,True,False,False,0,False,False,True,True,False,True,False,True,False
NCE07,8.18,0.013183517,Household,143.1154,3,2009,1843.6002,16,17.495770171149143,0.013097370754072099,False,True,False,1,False,True,False,False,True,False,True,True,False
FDL26,18.0,0.072838381,Canned,155.2972,5,1985,5141.3076,40,8.627622222222222,0.07030782881815048,False,False,True,0,False,True,False,False,True,True,False,False,True
FDL09,19.6,0.128235131,Snack Foods,169.2816,9,1999,1174.4712,26,8.636816326530612,0.12065458082138054,True,False,False,0,True,True,False,False,False,True,False,False,True
NCA17,20.6,0.057792343,Health and Hygiene,148.8392,8,1997,2684.5056,28,7.225203883495145,0.05618404101511105,True,False,False,1,False,False,True,False,False,False,True,False,True
NCL29,9.695,0.114583922,Health and Hygiene,156.4604,2,2007,2535.3664,18,16.138256833419288,0.10848117114346317,True,False,False,1,False,False,True,True,False,False,True,True,False
FDS20,8.85,0.054171606,Fruits and Vegetables,183.9292,2,2007,2918.8672,18,20.782960451977402,0.052755250908148685,True,False,False,0,False,False,True,True,False,True,False,True,False
NCD19,8.93,0.057792343,Household,53.2614,9,1999,552.614,26,5.964322508398657,0.05618404101511105,True,False,False,1,False,True,False,False,False,False,True,False,True
FDF05,17.5,0.026912667,Frozen Foods,261.291,9,1999,3418.883,26,14.930914285714286,0.026556890329596714,True,False,False,0,False,True,False,False,False,True,False,False,True
FDI44,16.1,0.100799828,Fruits and Vegetables,78.4328,2,2007,1467.4232,18,4.871602484472049,0.09603703194692995,True,False,False,0,False,False,True,True,False,True,False,True,False
NCY29,13.65,0.077390746,Health and Hygiene,54.693,7,2002,679.116,23,4.006813186813186,0.07454214203119586,True,False,False,1,False,False,True,True,False,False,True,True,False
FDC60,5.425,0.191603334,Baking Goods,87.0514,0,1998,88.5514,27,16.046341013824886,0.17529973977184068,False,False,False,0,True,False,True,False,True,True,False,False,True
DRL49,13.15,0.056543464,Soft Drinks,140.5812,7,2002,427.4436,23,10.690585551330798,0.055002696839689884,True,False,False,0,False,False,True,True,False,False,False,True,False
FDT39,6.26,0.009923732,Meat,152.8366,2,2007,3778.415,18,24.414792332268373,0.00987481513064055,True,False,False,0,True,False,True,True,False,True,False,True,False
FDE50,19.7,0.016238512,Canned,186.4556,7,2002,5069.4012,23,9.464751269035533,0.016108077510946107,True,False,False,0,True,False,True,True,False,True,False,True,False
FDK25,11.6,0.156072361,Breakfast,169.3474,5,1985,3874.2902,40,14.598913793103447,0.1450283643118978,False,False,True,0,True,True,False,False,True,True,False,False,True
DRK13,11.8,0.115636723,Soft Drinks,199.7084,3,2009,3571.3512,16,16.924440677966103,0.10942529394186257,False,True,False,0,False,True,False,False,True,False,False,True,False
DRD24,13.85,0.030920531,Soft Drinks,141.0154,3,2009,1701.7848,16,10.181617328519856,0.030452122529610312,False,True,False,0,False,True,False,False,True,False,False,True,False
FDX60,14.35,0.080594133,Baking Goods,80.996,8,1997,1757.712,28,5.644320557491289,0.07751101302201012,True,False,False,0,False,False,True,False,False,True,False,False,True
FDT40,5.985,0.167725251,Frozen Foods,128.3678,4,1985,127.1678,40,21.448253968253965,0.15505762642682772,False,False,False,0,False,False,True,False,False,True,False,False,True
FDJ20,20.7,0.100378096,Fruits and Vegetables,122.4388,7,2002,1238.388,23,5.914917874396136,0.09565384438125243,True,False,False,0,True,False,True,True,False,True,False,True,False
FDI58,7.64,0.070847865,Snack Foods,91.712,7,2002,2050.664,23,12.004188481675394,0.06845073188916663,True,False,False,0,True,False,True,True,False,True,False,True,False
FDX04,19.6,0.04163619,Frozen Foods,47.3376,9,1999,1150.5024,26,2.4151836734693877,0.0407927364922432,True,False,False,0,True,True,False,False,False,True,False,False,True
FDK55,18.5,0.025756826,Meat,87.2172,6,2004,802.9548,21,4.7144432432432435,0.025430706960960562,True,False,False,0,False,False,True,True,False,True,False,True,False
NCH06,12.3,0.076987408,Household,247.946,2,2007,3202.498,18,20.15821138211382,0.07416770636959807,True,False,False,1,False,False,True,True,False,False,True,True,False
NCG54,12.1,0.079968115,Household,170.8106,7,2002,4619.9862,23,14.116578512396694,0.07693151755216347,True,False,False,1,False,False,True,True,False,False,True,True,False
FDN46,7.21,0.14460413,Snack Foods,102.6332,6,2004,2153.1972,21,14.23484049930652,0.13505883923377782,True,False,False,0,True,False,True,True,False,True,False,True,False
FDS46,17.6,0.047524635,Snack Foods,118.2782,2,2007,715.0692,18,6.720352272727272,0.046429890437375616,True,False,False,0,True,False,True,True,False,True,False,True,False
FDM24,6.135,0.079776075,Baking Goods,152.8366,2,2007,1964.7758,18,24.912241238793808,0.07675368167567838,True,False,False,0,True,False,True,True,False,True,False,True,False
NCC07,19.6,0.023988387,Household,104.5964,9,1999,1262.3568,26,5.336551020408163,0.023705185732695953,True,False,False,1,False,True,False,False,False,False,True,False,True
DRG51,12.1,0.011563024,Dairy,164.9526,7,2002,2302.3364,23,13.632446280991735,0.011496683148795822,True,False,False,0,False,False,True,True,False,False,False,True,False
NCS53,14.5,0.089703476,Health and Hygiene,158.3604,1,1987,1109.2228,38,10.921406896551725,0.085905618864387,True,False,False,1,False,False,False,False,True,False,True,False,True
FDC33,8.96,0.06893834,Fruits and Vegetables,196.4768,8,1997,2561.9984,28,21.928214285714283,0.06666595030451239,True,False,False,0,True,False,True,False,False,True,False,False,True
FDD14,20.7,0.169667145,Canned,183.5266,1,1987,4426.2384,38,8.866019323671498,0.1567192168813031,True,False,False,0,False,False,False,False,True,True,False,False,True
FDJ52,7.145,0.017814518,Frozen Foods,159.8578,9,1999,2246.4092,26,22.3733799860042,0.017657699169901092,True,False,False,0,False,True,False,False,False,True,False,False,True
FDV33,9.6,0.027399064,Snack Foods,258.3304,7,2002,4133.2864,23,26.90941666666667,0.02703042801304487,True,False,False,0,True,False,True,True,False,True,False,True,False
FDY33,14.5,0.097398254,Snack Foods,157.4262,7,2002,3978.155,23,10.856979310344828,0.0929421546081207,True,False,False,0,True,False,True,True,False,True,False,True,False
FDE28,9.5,0.232072674,Frozen Foods,229.4668,4,1985,460.7336,40,24.1544,0.20869785200793048,False,False,False,0,True,False,True,False,False,True,False,False,True
FDA57,18.85,0.039723999,Snack Foods,41.048,7,2002,918.804,23,2.1776127320954908,0.03895529235537444,True,False,False,0,False,False,True,True,False,True,False,True,False
DRC27,13.8,0.05843112,Dairy,243.6802,2,2007,1965.4416,18,17.657985507246376,0.05678773625861292,True,False,False,0,False,False,True,True,False,False,False,True,False
FDA27,20.35,0.030990354,Dairy,256.3672,7,2002,1022.6688,23,12.597896805896806,0.030519849025973114,True,False,False,0,True,False,True,True,False,True,False,True,False
FDO57,20.75,0.108689606,Snack Foods,159.3578,6,2004,4492.8184,21,7.679893975903615,0.10317878280859616,True,False,False,0,False,False,True,True,False,True,False,True,False
FDZ44,8.185,0.038721734,Fruits and Vegetables,115.8808,6,2004,1523.3504,21,14.1577031154551,0.037990855264933315,True,False,False,0,False,False,True,True,False,True,False,True,False
FDA58,9.395,0.103664897,Snack Foods,233.6932,1,1987,1414.1592,38,24.874209686003194,0.09863636645264545,True,False,False,0,False,False,False,False,True,True,False,False,True
DRB01,7.39,0.082367244,Soft Drinks,187.753,9,1999,1518.024,26,25.4063599458728,0.07915053503662965,True,False,False,0,False,True,False,False,False,False,False,False,True
FDX45,16.75,0.105282932,Snack Foods,156.963,3,2009,2816.334,16,9.370925373134328,0.10010134925408591,False,True,False,0,False,True,False,False,True,True,False,True,False
FDY12,9.8,0.141406394,Baking Goods,50.0008,2,2007,506.008,18,5.102122448979591,0.13226118099719295,True,False,False,0,True,False,True,True,False,True,False,True,False
NCZ29,15.0,0.071516201,Health and Hygiene,127.7362,7,2002,1761.7068,23,8.515746666666667,0.06907465574252805,True,False,False,1,False,False,True,True,False,False,True,True,False
FDF09,6.215,0.012198395,Fruits and Vegetables,37.4848,3,2009,186.424,16,6.031343523732905,0.012124594141574522,False,True,False,0,False,True,False,False,True,True,False,True,False
FDR48,11.65,0.132248069,Baking Goods,150.5024,2,2007,3187.8504,18,12.918660944206009,0.12420509799898936,True,False,False,0,False,False,True,True,False,True,False,True,False
NCH29,5.51,0.034445116,Health and Hygiene,95.8726,1,1987,2153.1972,38,17.39974591651543,0.0338651631469602,True,False,False,1,False,False,False,False,True,False,True,False,True
FDN08,7.72,0.088543868,Fruits and Vegetables,117.5466,7,2002,824.9262,23,15.226243523316063,0.08484090221249661,True,False,False,0,True,False,True,True,False,True,False,True,False
NCN30,16.35,0.016979063,Household,97.441,1,1987,772.328,38,5.9596941896024465,0.01683652983385831,True,False,False,1,False,False,False,False,True,False,True,False,True
FDS12,9.1,0.304859104,Baking Goods,125.4362,4,1985,755.0172,40,13.784197802197802,0.2660950686623531,False,False,False,0,False,False,True,False,False,True,False,False,True
FDN58,13.8,0.056825065,Snack Foods,230.9984,1,1987,4633.968,38,16.739014492753622,0.055269191772118774,True,False,False,0,True,False,False,False,True,True,False,False,True
FDF50,4.905,0.1175683,Canned,197.6768,7,2002,2956.152,23,40.30108053007135,0.11115516420615591,True,False,False,0,False,False,True,True,False,True,False,True,False
NCR54,16.35,0.090562192,Household,198.211,8,1997,1964.11,28,12.122996941896025,0.0866933357532103,True,False,False,1,False,False,True,False,False,False,True,False,True
FDQ21,21.25,0.019423232,Snack Foods,120.8756,8,1997,3150.5656,28,5.688263529411765,0.01923700854051688,True,False,False,0,False,False,True,False,False,True,False,False,True
FDA13,15.85,0.078489577,Canned,39.9506,1,1987,645.1602,38,2.5205425867507887,0.07556152245174154,True,False,False,0,False,False,False,False,True,True,False,False,True
FDY47,8.6,0.054706408,Breads,128.931,3,2009,1428.141,16,14.991976744186049,0.05326244194330023,False,True,False,0,True,True,False,False,True,True,False,True,False
NCF31,9.13,0.051804278,Household,150.2024,1,1987,1821.6288,38,16.451522453450163,0.05050704947801268,True,False,False,1,False,False,False,False,True,False,True,False,True
FDL44,18.25,0.012215675,Fruits and Vegetables,162.7894,5,1985,5500.8396,40,8.919967123287671,0.012141665747879274,False,False,True,0,False,True,False,False,True,True,False,False,True
FDT51,11.65,0.019117392,Meat,110.6544,4,1985,223.7088,40,9.498231759656651,0.018936950745549255,False,False,False,0,True,False,True,False,False,True,False,False,True
NCF31,9.13,0.090778148,Household,153.1024,4,1985,303.6048,40,16.76915662650602,0.08689133878533278,False,False,False,1,False,False,True,False,False,False,True,False,True
NCK31,10.895,0.027047774,Others,50.6666,8,1997,666.4658,28,4.650445158329509,0.026688447878123873,True,False,False,1,False,False,True,False,False,False,True,False,True
DRM47,9.3,0.043874493,Hard Drinks,191.0846,7,2002,1337.5922,23,20.546731182795696,0.042939264800802006,True,False,False,0,False,False,True,True,False,False,False,True,False
FDL40,17.7,0.011603492,Frozen Foods,97.741,1,1987,1158.492,38,5.522090395480226,0.011536687765010413,True,False,False,0,False,False,False,False,True,True,False,False,True
FDT34,9.3,0.291826616,Snack Foods,107.1964,0,1998,420.7856,27,11.526494623655912,0.25605719821261885,False,False,False,0,False,False,True,False,True,True,False,False,True
FDP40,4.555,0.034350673,Frozen Foods,112.7544,6,2004,1789.6704,21,24.753984632272232,0.033773860756876294,True,False,False,0,True,False,True,True,False,True,False,True,False
NCJ31,19.2,0.183686937,Others,241.8196,2,2007,1687.1372,18,12.594770833333333,0.16863409018141076,True,False,False,1,False,False,True,True,False,False,True,True,False
FDT50,6.75,0.107714834,Dairy,97.8752,5,1985,2109.2544,40,14.50002962962963,0.10229918516363946,False,False,True,0,True,True,False,False,True,True,False,False,True
FDG21,17.35,0.146299902,Seafood,150.405,8,1997,3894.93,28,8.668876080691643,0.13653927864636928,True,False,False,0,True,False,True,False,False,True,False,False,True
